Season;Kolo;Datum;Domaci;Hoste;Score;Result[team];Goly 0-2;Kazdy tym dal gol
season_13-14;32;06.04. 19:00;Sevilla;Espanyol;4  :  1;Sevilla;false;true
season_13-14;32;06.04. 17:00;Elche;Getafe;1  :  0;Elche;true;false
season_13-14;32;06.04. 12:00;Malaga;Granada;4  :  1;Malaga;false;true
season_13-14;32;05.04. 22:00;Vallecano;Celta Vigo;3  :  0;Vallecano;false;false
season_13-14;32;05.04. 20:00;Real Sociedad;Real Madrid;0  :  4;Real Madrid;false;false
season_13-14;32;05.04. 18:00;Barcelona;Betis;3  :  1;Barcelona;false;true
season_13-14;32;05.04. 16:00;Atl. Madrid;Villarreal;1  :  0;Atl. Madrid;true;false
season_13-14;32;04.04. 21:00;Almeria;Osasuna;1  :  2;Osasuna;false;true
season_13-14;33;14.04. 22:00;Ath. Bilbao;Malaga;3  :  0;Ath. Bilbao;false;false
season_13-14;33;13.04. 21:00;Espanyol;Vallecano;2  :  2;draw;false;true
season_13-14;33;13.04. 19:00;Getafe;Atl. Madrid;0  :  2;Atl. Madrid;true;false
season_13-14;33;13.04. 17:00;Valencia;Elche;2  :  1;Valencia;false;true
season_13-14;33;13.04. 12:00;Betis;Sevilla;0  :  2;Sevilla;true;false
season_13-14;33;12.04. 22:00;Real Madrid;Almeria;4  :  0;Real Madrid;false;false
season_13-14;33;12.04. 20:00;Granada;Barcelona;1  :  0;Granada;true;false
season_13-14;33;12.04. 18:00;Villarreal;Levante;1  :  0;Villarreal;true;false
season_13-14;33;12.04. 16:00;Celta Vigo;Real Sociedad;2  :  2;draw;false;true
season_13-14;33;11.04. 21:00;Osasuna;Valladolid;0  :  0;draw;true;false
season_13-14;34;07.05. 21:00;Valladolid;Real Madrid;1  :  1;draw;true;true
season_13-14;34;21.04. 22:00;Malaga;Villarreal;2  :  0;Malaga;true;false
season_13-14;34;20.04. 21:00;Barcelona;Ath. Bilbao;2  :  1;Barcelona;false;true
season_13-14;34;20.04. 19:00;Sevilla;Granada;4  :  0;Sevilla;false;false
season_13-14;34;20.04. 17:00;Vallecano;Betis;3  :  1;Vallecano;false;true
season_13-14;34;20.04. 12:00;Almeria;Celta Vigo;2  :  4;Celta Vigo;false;true
season_13-14;34;19.04. 20:00;Real Sociedad;Espanyol;2  :  1;Real Sociedad;false;true
season_13-14;34;19.04. 18:00;Levante;Getafe;0  :  0;draw;true;false
season_13-14;34;19.04. 16:00;Osasuna;Valencia;1  :  1;draw;true;true
season_13-14;34;18.04. 20:30;Atl. Madrid;Elche;2  :  0;Atl. Madrid;true;false
season_13-14;35;28.04. 22:00;Celta Vigo;Valladolid;4  :  1;Celta Vigo;false;true
season_13-14;35;27.04. 21:00;Villarreal;Barcelona;2  :  3;Barcelona;false;true
season_13-14;35;27.04. 19:00;Ath. Bilbao;Sevilla;3  :  1;Ath. Bilbao;false;true
season_13-14;35;27.04. 17:00;Valencia;Atl. Madrid;0  :  1;Atl. Madrid;true;false
season_13-14;35;27.04. 12:00;Espanyol;Almeria;1  :  2;Almeria;false;true
season_13-14;35;26.04. 22:00;Betis;Real Sociedad;0  :  1;Real Sociedad;true;false
season_13-14;35;26.04. 20:00;Real Madrid;Osasuna;4  :  0;Real Madrid;false;false
season_13-14;35;26.04. 18:00;Getafe;Malaga;1  :  0;Getafe;true;false
season_13-14;35;26.04. 16:00;Granada;Vallecano;0  :  3;Vallecano;false;false
season_13-14;35;25.04. 21:00;Elche;Levante;1  :  1;draw;true;true
season_13-14;36;05.05. 22:00;Real Sociedad;Granada;1  :  1;draw;true;true
season_13-14;36;04.05. 21:00;Real Madrid;Valencia;2  :  2;draw;false;true
season_13-14;36;04.05. 19:00;Sevilla;Villarreal;0  :  0;draw;true;false
season_13-14;36;04.05. 17:00;Levante;Atl. Madrid;2  :  0;Levante;true;false
season_13-14;36;04.05. 12:00;Almeria;Betis;3  :  2;Almeria;false;true
season_13-14;36;03.05. 22:00;Valladolid;Espanyol;1  :  0;Valladolid;true;false
season_13-14;36;03.05. 20:00;Osasuna;Celta Vigo;0  :  2;Celta Vigo;true;false
season_13-14;36;03.05. 18:00;Malaga;Elche;0  :  1;Elche;true;false
season_13-14;36;03.05. 16:00;Barcelona;Getafe;2  :  2;draw;false;true
season_13-14;36;02.05. 21:00;Vallecano;Ath. Bilbao;0  :  3;Ath. Bilbao;false;false
season_13-14;37;11.05. 19:00;Atl. Madrid;Malaga;1  :  1;draw;true;true
season_13-14;37;11.05. 19:00;Betis;Valladolid;4  :  3;Betis;false;true
season_13-14;37;11.05. 19:00;Celta Vigo;Real Madrid;2  :  0;Celta Vigo;true;false
season_13-14;37;11.05. 19:00;Elche;Barcelona;0  :  0;draw;true;false
season_13-14;37;11.05. 19:00;Espanyol;Osasuna;1  :  1;draw;true;true
season_13-14;37;11.05. 19:00;Getafe;Sevilla;1  :  0;Getafe;true;false
season_13-14;37;11.05. 19:00;Granada;Almeria;0  :  2;Almeria;true;false
season_13-14;37;11.05. 17:00;Ath. Bilbao;Real Sociedad;1  :  1;draw;true;true
season_13-14;37;10.05. 22:00;Levante;Valencia;2  :  0;Levante;true;false
season_13-14;37;10.05. 20:00;Villarreal;Vallecano;4  :  0;Villarreal;false;false
season_13-14;38;18.05. 21:00;Sevilla;Elche;3  :  1;Sevilla;false;true
season_13-14;38;18.05. 18:00;Almeria;Ath. Bilbao;0  :  0;draw;true;false
season_13-14;38;18.05. 18:00;Osasuna;Betis;2  :  1;Osasuna;false;true
season_13-14;38;18.05. 18:00;Valladolid;Granada;0  :  1;Granada;true;false
season_13-14;38;18.05. 18:00;Vallecano;Getafe;1  :  2;Getafe;false;true
season_13-14;38;18.05. 12:00;Real Sociedad;Villarreal;1  :  2;Villarreal;false;true
season_13-14;38;17.05. 22:00;Valencia;Celta Vigo;2  :  1;Valencia;false;true
season_13-14;38;17.05. 18:00;Barcelona;Atl. Madrid;1  :  1;draw;true;true
season_13-14;38;17.05. 16:00;Real Madrid;Espanyol;3  :  1;Real Madrid;false;true
season_13-14;38;16.05. 21:00;Malaga;Levante;1  :  0;Malaga;true;false
season_14-15;1;25.08. 22:00;Vallecano;Atl. Madrid;0  :  0;draw;true;false
season_14-15;1;25.08. 20:00;Real Madrid;Cordoba;2  :  0;Real Madrid;true;false
season_14-15;1;24.08. 23:00;Levante;Villarreal;0  :  2;Villarreal;true;false
season_14-15;1;24.08. 21:00;Barcelona;Elche;3  :  0;Barcelona;false;false
season_14-15;1;24.08. 21:00;Celta Vigo;Getafe;3  :  1;Celta Vigo;false;true
season_14-15;1;24.08. 19:00;Eibar;Real Sociedad;1  :  0;Eibar;true;false
season_14-15;1;23.08. 23:00;Almeria;Espanyol;1  :  1;draw;true;true
season_14-15;1;23.08. 21:00;Granada;La Coruňa;2  :  1;Granada;false;true
season_14-15;1;23.08. 21:00;Sevilla;Valencia;1  :  1;draw;true;true
season_14-15;1;23.08. 19:00;Malaga;Ath. Bilbao;1  :  0;Malaga;true;false
season_14-15;2;31.08. 23:00;Elche;Granada;1  :  1;draw;true;true
season_14-15;2;31.08. 21:00;La Coruňa;Vallecano;2  :  2;draw;false;true
season_14-15;2;31.08. 21:00;Real Sociedad;Real Madrid;4  :  2;Real Sociedad;false;true
season_14-15;2;31.08. 19:00;Villarreal;Barcelona;0  :  1;Barcelona;true;false
season_14-15;2;30.08. 23:00;Espanyol;Sevilla;1  :  2;Sevilla;false;true
season_14-15;2;30.08. 21:00;Atl. Madrid;Eibar;2  :  1;Atl. Madrid;false;true
season_14-15;2;30.08. 19:00;Ath. Bilbao;Levante;3  :  0;Ath. Bilbao;false;false
season_14-15;2;30.08. 19:00;Cordoba;Celta Vigo;1  :  1;draw;true;true
season_14-15;2;29.08. 22:00;Valencia;Malaga;3  :  0;Valencia;false;false
season_14-15;2;29.08. 20:00;Getafe;Almeria;1  :  0;Getafe;true;false
season_14-15;3;15.09. 20:45;Eibar;La Coruňa;0  :  1;La Coruňa;true;false
season_14-15;3;14.09. 21:00;Granada;Villarreal;0  :  0;draw;true;false
season_14-15;3;14.09. 19:00;Sevilla;Getafe;2  :  0;Sevilla;true;false
season_14-15;3;14.09. 17:00;Valencia;Espanyol;3  :  1;Valencia;false;true
season_14-15;3;14.09. 12:00;Vallecano;Elche;2  :  3;Elche;false;true
season_14-15;3;13.09. 22:00;Celta Vigo;Real Sociedad;2  :  2;draw;false;true
season_14-15;3;13.09. 20:00;Real Madrid;Atl. Madrid;1  :  2;Atl. Madrid;false;true
season_14-15;3;13.09. 18:00;Malaga;Levante;0  :  0;draw;true;false
season_14-15;3;13.09. 16:00;Barcelona;Ath. Bilbao;2  :  0;Barcelona;true;false
season_14-15;3;12.09. 21:00;Almeria;Cordoba;1  :  1;draw;true;true
season_14-15;4;22.09. 20:45;Getafe;Valencia;0  :  3;Valencia;false;false
season_14-15;4;21.09. 21:00;Levante;Barcelona;0  :  5;Barcelona;false;false
season_14-15;4;21.09. 19:00;Cordoba;Sevilla;1  :  3;Sevilla;false;true
season_14-15;4;21.09. 17:00;Villarreal;Vallecano;4  :  2;Villarreal;false;true
season_14-15;4;21.09. 12:00;Real Sociedad;Almeria;1  :  2;Almeria;false;true
season_14-15;4;20.09. 22:00;Espanyol;Malaga;2  :  2;draw;false;true
season_14-15;4;20.09. 20:00;Atl. Madrid;Celta Vigo;2  :  2;draw;false;true
season_14-15;4;20.09. 18:00;Ath. Bilbao;Granada;0  :  1;Granada;true;false
season_14-15;4;20.09. 16:00;La Coruňa;Real Madrid;2  :  8;Real Madrid;false;true
season_14-15;4;19.09. 21:00;Elche;Eibar;0  :  2;Eibar;true;false
season_14-15;5;25.09. 22:00;Valencia;Cordoba;3  :  0;Valencia;false;false
season_14-15;5;25.09. 20:00;Espanyol;Getafe;2  :  0;Espanyol;true;false
season_14-15;5;24.09. 22:00;Granada;Levante;0  :  1;Levante;true;false
season_14-15;5;24.09. 22:00;Malaga;Barcelona;0  :  0;draw;true;false
season_14-15;5;24.09. 22:00;Sevilla;Real Sociedad;1  :  0;Sevilla;true;false
season_14-15;5;24.09. 20:00;Almeria;Atl. Madrid;0  :  1;Atl. Madrid;true;false
season_14-15;5;24.09. 20:00;Eibar;Villarreal;1  :  1;draw;true;true
season_14-15;5;24.09. 20:00;Vallecano;Ath. Bilbao;2  :  1;Vallecano;false;true
season_14-15;5;23.09. 22:00;Celta Vigo;La Coruňa;2  :  1;Celta Vigo;false;true
season_14-15;5;23.09. 20:00;Real Madrid;Elche;5  :  1;Real Madrid;false;true
season_14-15;6;28.09. 21:00;Cordoba;Espanyol;0  :  0;draw;true;false
season_14-15;6;28.09. 19:00;Real Sociedad;Valencia;1  :  1;draw;true;true
season_14-15;6;28.09. 17:00;La Coruňa;Almeria;0  :  1;Almeria;true;false
season_14-15;6;28.09. 12:00;Getafe;Malaga;1  :  0;Getafe;true;false
season_14-15;6;27.09. 22:00;Ath. Bilbao;Eibar;0  :  0;draw;true;false
season_14-15;6;27.09. 22:00;Levante;Vallecano;0  :  2;Vallecano;true;false
season_14-15;6;27.09. 20:00;Atl. Madrid;Sevilla;4  :  0;Atl. Madrid;false;false
season_14-15;6;27.09. 18:00;Barcelona;Granada;6  :  0;Barcelona;false;false
season_14-15;6;27.09. 16:00;Villarreal;Real Madrid;0  :  2;Real Madrid;true;false
season_14-15;6;26.09. 21:00;Elche;Celta Vigo;0  :  1;Celta Vigo;true;false
season_14-15;7;05.10. 21:00;Real Madrid;Ath. Bilbao;5  :  0;Real Madrid;false;false
season_14-15;7;05.10. 19:00;Espanyol;Real Sociedad;2  :  0;Espanyol;true;false
season_14-15;7;05.10. 17:00;Celta Vigo;Villarreal;1  :  3;Villarreal;false;true
season_14-15;7;05.10. 12:00;Sevilla;La Coruňa;4  :  1;Sevilla;false;true
season_14-15;7;04.10. 22:00;Almeria;Elche;2  :  2;draw;false;true
season_14-15;7;04.10. 22:00;Malaga;Granada;2  :  1;Malaga;false;true
season_14-15;7;04.10. 20:00;Eibar;Levante;3  :  3;draw;false;true
season_14-15;7;04.10. 18:00;Vallecano;Barcelona;0  :  2;Barcelona;true;false
season_14-15;7;04.10. 16:00;Valencia;Atl. Madrid;3  :  1;Valencia;false;true
season_14-15;7;03.10. 21:00;Getafe;Cordoba;1  :  1;draw;true;true
season_14-15;8;20.10. 20:45;Real Sociedad;Getafe;1  :  2;Getafe;false;true
season_14-15;8;19.10. 21:00;Villarreal;Almeria;2  :  0;Villarreal;true;false
season_14-15;8;19.10. 19:00;Elche;Sevilla;0  :  2;Sevilla;true;false
season_14-15;8;19.10. 17:00;La Coruňa;Valencia;3  :  0;La Coruňa;false;false
season_14-15;8;19.10. 12:00;Atl. Madrid;Espanyol;2  :  0;Atl. Madrid;true;false
season_14-15;8;18.10. 22:00;Cordoba;Malaga;1  :  2;Malaga;false;true
season_14-15;8;18.10. 20:00;Barcelona;Eibar;3  :  0;Barcelona;false;false
season_14-15;8;18.10. 18:00;Ath. Bilbao;Celta Vigo;1  :  1;draw;true;true
season_14-15;8;18.10. 16:00;Levante;Real Madrid;0  :  5;Real Madrid;false;false
season_14-15;8;17.10. 21:00;Granada;Vallecano;0  :  1;Vallecano;true;false
season_14-15;9;26.10. 21:00;Getafe;Atl. Madrid;0  :  1;Atl. Madrid;true;false
season_14-15;9;26.10. 19:00;Sevilla;Villarreal;2  :  1;Sevilla;false;true
season_14-15;9;26.10. 17:00;Espanyol;La Coruňa;0  :  0;draw;true;false
season_14-15;9;26.10. 12:00;Malaga;Vallecano;4  :  0;Malaga;false;false
season_14-15;9;25.10. 22:00;Cordoba;Real Sociedad;1  :  1;draw;true;true
season_14-15;9;25.10. 22:00;Eibar;Granada;1  :  1;draw;true;true
season_14-15;9;25.10. 20:00;Valencia;Elche;3  :  1;Valencia;false;true
season_14-15;9;25.10. 18:00;Real Madrid;Barcelona;3  :  1;Real Madrid;false;true
season_14-15;9;25.10. 16:00;Almeria;Ath. Bilbao;0  :  1;Ath. Bilbao;true;false
season_14-15;9;24.10. 21:00;Celta Vigo;Levante;3  :  0;Celta Vigo;false;false
season_14-15;10;03.11. 20:45;Vallecano;Eibar;2  :  3;Eibar;false;true
season_14-15;10;02.11. 21:00;Elche;Espanyol;2  :  1;Elche;false;true
season_14-15;10;02.11. 19:00;Levante;Almeria;2  :  1;Levante;false;true
season_14-15;10;02.11. 17:00;Villarreal;Valencia;1  :  3;Valencia;false;true
season_14-15;10;02.11. 12:00;Ath. Bilbao;Sevilla;1  :  0;Ath. Bilbao;true;false
season_14-15;10;01.11. 22:00;Real Sociedad;Malaga;0  :  1;Malaga;true;false
season_14-15;10;01.11. 20:00;Barcelona;Celta Vigo;0  :  1;Celta Vigo;true;false
season_14-15;10;01.11. 18:00;Atl. Madrid;Cordoba;4  :  2;Atl. Madrid;false;true
season_14-15;10;01.11. 16:00;Granada;Real Madrid;0  :  4;Real Madrid;false;false
season_14-15;10;31.10. 20:45;La Coruňa;Getafe;1  :  2;Getafe;false;true
season_14-15;11;09.11. 21:00;Real Sociedad;Atl. Madrid;2  :  1;Real Sociedad;false;true
season_14-15;11;09.11. 19:00;Valencia;Ath. Bilbao;0  :  0;draw;true;false
season_14-15;11;09.11. 17:00;Espanyol;Villarreal;1  :  1;draw;true;true
season_14-15;11;09.11. 12:00;Sevilla;Levante;1  :  1;draw;true;true
season_14-15;11;08.11. 22:00;Celta Vigo;Granada;0  :  0;draw;true;false
season_14-15;11;08.11. 22:00;Malaga;Eibar;2  :  1;Malaga;false;true
season_14-15;11;08.11. 20:00;Real Madrid;Vallecano;5  :  1;Real Madrid;false;true
season_14-15;11;08.11. 18:00;Getafe;Elche;0  :  0;draw;true;false
season_14-15;11;08.11. 16:00;Almeria;Barcelona;1  :  2;Barcelona;false;true
season_14-15;11;07.11. 20:45;Cordoba;La Coruňa;0  :  0;draw;true;false
season_14-15;12;24.11. 20:45;Granada;Almeria;0  :  0;draw;true;false
season_14-15;12;23.11. 21:00;Villarreal;Getafe;2  :  1;Villarreal;false;true
season_14-15;12;23.11. 19:00;Elche;Cordoba;2  :  2;draw;false;true
season_14-15;12;23.11. 17:00;Levante;Valencia;2  :  1;Levante;false;true
season_14-15;12;23.11. 12:00;Vallecano;Celta Vigo;1  :  0;Vallecano;true;false
season_14-15;12;22.11. 22:00;La Coruňa;Real Sociedad;0  :  0;draw;true;false
season_14-15;12;22.11. 20:00;Barcelona;Sevilla;5  :  1;Barcelona;false;true
season_14-15;12;22.11. 18:00;Eibar;Real Madrid;0  :  4;Real Madrid;false;false
season_14-15;12;22.11. 16:00;Atl. Madrid;Malaga;3  :  1;Atl. Madrid;false;true
season_14-15;12;21.11. 20:45;Ath. Bilbao;Espanyol;3  :  1;Ath. Bilbao;false;true
season_14-15;13;01.12. 20:45;Almeria;Vallecano;0  :  1;Vallecano;true;false
season_14-15;13;30.11. 21:00;Valencia;Barcelona;0  :  1;Barcelona;true;false
season_14-15;13;30.11. 19:00;Cordoba;Villarreal;0  :  2;Villarreal;true;false
season_14-15;13;30.11. 17:00;Sevilla;Granada;5  :  1;Sevilla;false;true
season_14-15;13;30.11. 12:00;Atl. Madrid;La Coruňa;2  :  0;Atl. Madrid;true;false
season_14-15;13;29.11. 22:00;Celta Vigo;Eibar;0  :  1;Eibar;true;false
season_14-15;13;29.11. 20:00;Malaga;Real Madrid;1  :  2;Real Madrid;false;true
season_14-15;13;29.11. 18:00;Espanyol;Levante;2  :  1;Espanyol;false;true
season_14-15;13;29.11. 16:00;Getafe;Ath. Bilbao;1  :  2;Ath. Bilbao;false;true
season_14-15;13;28.11. 20:45;Real Sociedad;Elche;3  :  0;Real Sociedad;false;false
season_14-15;14;08.12. 19:00;Levante;Getafe;1  :  1;draw;true;true
season_14-15;14;08.12. 17:00;Eibar;Almeria;5  :  2;Eibar;false;true
season_14-15;14;07.12. 21:00;Granada;Valencia;1  :  1;draw;true;true
season_14-15;14;07.12. 19:00;Villarreal;Real Sociedad;4  :  0;Villarreal;false;false
season_14-15;14;07.12. 17:00;Barcelona;Espanyol;5  :  1;Barcelona;false;true
season_14-15;14;07.12. 12:00;Vallecano;Sevilla;0  :  1;Sevilla;true;false
season_14-15;14;06.12. 22:00;La Coruňa;Malaga;0  :  1;Malaga;true;false
season_14-15;14;06.12. 20:00;Real Madrid;Celta Vigo;3  :  0;Real Madrid;false;false
season_14-15;14;06.12. 18:00;Ath. Bilbao;Cordoba;0  :  1;Cordoba;true;false
season_14-15;14;06.12. 16:00;Elche;Atl. Madrid;0  :  2;Atl. Madrid;true;false
season_14-15;15;15.12. 20:45;La Coruňa;Elche;1  :  0;La Coruňa;true;false
season_14-15;15;14.12. 21:00;Real Sociedad;Ath. Bilbao;1  :  1;draw;true;true
season_14-15;15;14.12. 19:00;Atl. Madrid;Villarreal;0  :  1;Villarreal;true;false
season_14-15;15;14.12. 17:00;Sevilla;Eibar;0  :  0;draw;true;false
season_14-15;15;14.12. 12:00;Espanyol;Granada;2  :  1;Espanyol;false;true
season_14-15;15;13.12. 22:00;Malaga;Celta Vigo;1  :  0;Malaga;true;false
season_14-15;15;13.12. 20:00;Cordoba;Levante;0  :  0;draw;true;false
season_14-15;15;13.12. 18:00;Valencia;Vallecano;3  :  0;Valencia;false;false
season_14-15;15;13.12. 16:00;Getafe;Barcelona;0  :  0;draw;true;false
season_14-15;15;12.12. 20:45;Almeria;Real Madrid;1  :  4;Real Madrid;false;true
season_14-15;16;04.02. 20:45;Real Madrid;Sevilla;2  :  1;Real Madrid;false;true
season_14-15;16;21.12. 21:00;Ath. Bilbao;Atl. Madrid;1  :  4;Atl. Madrid;false;true
season_14-15;16;21.12. 19:00;Elche;Malaga;1  :  2;Malaga;false;true
season_14-15;16;21.12. 17:00;Granada;Getafe;1  :  1;draw;true;true
season_14-15;16;21.12. 12:00;Villarreal;La Coruňa;3  :  0;Villarreal;false;false
season_14-15;16;20.12. 22:00;Vallecano;Espanyol;1  :  3;Espanyol;false;true
season_14-15;16;20.12. 20:00;Eibar;Valencia;0  :  1;Valencia;true;false
season_14-15;16;20.12. 18:00;Levante;Real Sociedad;1  :  1;draw;true;true
season_14-15;16;20.12. 16:00;Barcelona;Cordoba;5  :  0;Barcelona;false;false
season_14-15;16;19.12. 20:45;Celta Vigo;Almeria;0  :  1;Almeria;true;false
season_14-15;17;05.01. 20:45;Cordoba;Granada;2  :  0;Cordoba;true;false
season_14-15;17;04.01. 21:00;Real Sociedad;Barcelona;1  :  0;Real Sociedad;true;false
season_14-15;17;04.01. 19:00;Espanyol;Eibar;1  :  2;Eibar;false;true
season_14-15;17;04.01. 17:00;Valencia;Real Madrid;2  :  1;Valencia;false;true
season_14-15;17;04.01. 12:00;Getafe;Vallecano;1  :  2;Vallecano;false;true
season_14-15;17;03.01. 22:00;La Coruňa;Ath. Bilbao;1  :  0;La Coruňa;true;false
season_14-15;17;03.01. 22:00;Malaga;Almeria;1  :  2;Almeria;false;true
season_14-15;17;03.01. 20:00;Elche;Villarreal;2  :  2;draw;false;true
season_14-15;17;03.01. 18:00;Sevilla;Celta Vigo;1  :  0;Sevilla;true;false
season_14-15;17;03.01. 16:00;Atl. Madrid;Levante;3  :  1;Atl. Madrid;false;true
season_14-15;18;12.01. 20:45;Vallecano;Cordoba;0  :  1;Cordoba;true;false
season_14-15;18;11.01. 21:00;Barcelona;Atl. Madrid;3  :  1;Barcelona;false;true
season_14-15;18;11.01. 19:00;Granada;Real Sociedad;1  :  1;draw;true;true
season_14-15;18;11.01. 17:00;Ath. Bilbao;Elche;1  :  2;Elche;false;true
season_14-15;18;11.01. 12:00;Almeria;Sevilla;0  :  2;Sevilla;true;false
season_14-15;18;10.01. 22:00;Eibar;Getafe;2  :  1;Eibar;false;true
season_14-15;18;10.01. 20:00;Celta Vigo;Valencia;1  :  1;draw;true;true
season_14-15;18;10.01. 18:00;Malaga;Villarreal;1  :  1;draw;true;true
season_14-15;18;10.01. 16:00;Real Madrid;Espanyol;3  :  0;Real Madrid;false;false
season_14-15;18;09.01. 20:45;Levante;La Coruňa;0  :  0;draw;true;false
season_14-15;19;18.01. 21:00;Elche;Levante;1  :  0;Elche;true;false
season_14-15;19;18.01. 21:00;Sevilla;Malaga;2  :  0;Sevilla;true;false
season_14-15;19;18.01. 19:00;La Coruňa;Barcelona;0  :  4;Barcelona;false;false
season_14-15;19;18.01. 17:00;Atl. Madrid;Granada;2  :  0;Atl. Madrid;true;false
season_14-15;19;18.01. 12:00;Getafe;Real Madrid;0  :  3;Real Madrid;false;false
season_14-15;19;17.01. 22:00;Espanyol;Celta Vigo;1  :  0;Espanyol;true;false
season_14-15;19;17.01. 20:00;Villarreal;Ath. Bilbao;2  :  0;Villarreal;true;false
season_14-15;19;17.01. 18:00;Valencia;Almeria;3  :  2;Valencia;false;true
season_14-15;19;17.01. 16:00;Real Sociedad;Vallecano;0  :  1;Vallecano;true;false
season_14-15;19;16.01. 20:45;Cordoba;Eibar;1  :  1;draw;true;true
season_14-15;20;26.01. 20:45;Getafe;Celta Vigo;2  :  1;Getafe;false;true
season_14-15;20;25.01. 21:00;Valencia;Sevilla;3  :  1;Valencia;false;true
season_14-15;20;25.01. 19:00;Espanyol;Almeria;3  :  0;Espanyol;false;false
season_14-15;20;25.01. 17:00;Ath. Bilbao;Malaga;1  :  1;draw;true;true
season_14-15;20;25.01. 12:00;La Coruňa;Granada;2  :  2;draw;false;true
season_14-15;20;24.01. 22:00;Real Sociedad;Eibar;1  :  0;Real Sociedad;true;false
season_14-15;20;24.01. 22:00;Villarreal;Levante;1  :  0;Villarreal;true;false
season_14-15;20;24.01. 20:00;Atl. Madrid;Vallecano;3  :  1;Atl. Madrid;false;true
season_14-15;20;24.01. 18:00;Elche;Barcelona;0  :  6;Barcelona;false;false
season_14-15;20;24.01. 16:00;Cordoba;Real Madrid;1  :  2;Real Madrid;false;true
season_14-15;21;02.02. 20:45;Malaga;Valencia;1  :  0;Malaga;true;false
season_14-15;21;01.02. 21:00;Barcelona;Villarreal;3  :  2;Barcelona;false;true
season_14-15;21;01.02. 19:00;Sevilla;Espanyol;3  :  2;Sevilla;false;true
season_14-15;21;01.02. 17:00;Almeria;Getafe;1  :  0;Almeria;true;false
season_14-15;21;01.02. 12:00;Levante;Ath. Bilbao;0  :  2;Ath. Bilbao;true;false
season_14-15;21;31.01. 22:00;Celta Vigo;Cordoba;1  :  0;Celta Vigo;true;false
season_14-15;21;31.01. 20:00;Granada;Elche;1  :  0;Granada;true;false
season_14-15;21;31.01. 18:00;Eibar;Atl. Madrid;1  :  3;Atl. Madrid;false;true
season_14-15;21;31.01. 16:00;Real Madrid;Real Sociedad;4  :  1;Real Madrid;false;true
season_14-15;21;30.01. 20:45;Vallecano;La Coruňa;1  :  2;La Coruňa;false;true
season_14-15;22;09.02. 20:45;Elche;Vallecano;2  :  0;Elche;true;false
season_14-15;22;08.02. 21:00;Ath. Bilbao;Barcelona;2  :  5;Barcelona;false;true
season_14-15;22;08.02. 19:00;Espanyol;Valencia;1  :  2;Valencia;false;true
season_14-15;22;08.02. 17:00;Getafe;Sevilla;2  :  1;Getafe;false;true
season_14-15;22;08.02. 12:00;Cordoba;Almeria;1  :  2;Almeria;false;true
season_14-15;22;07.02. 22:00;Real Sociedad;Celta Vigo;1  :  1;draw;true;true
season_14-15;22;07.02. 20:00;Levante;Malaga;4  :  1;Levante;false;true
season_14-15;22;07.02. 18:00;Villarreal;Granada;2  :  0;Villarreal;true;false
